location,latitude,longitude,zone,property_type,bhk,total_sqft,price_per_sqft,price_2021,price_2022,price_2023,price_2024,price_2025,annual_growth_rate_pct,metro_access,distance_to_it_hub_km,kiii,distance_to_airport_km
Richmond Town,12.9581,77.6003,Central,Apartment,1,460,13600,10638,11148,11912,12728,13600,7.18,Yes,11.1,2.6,36.7
Hulimavu,12.8946,77.609,South,Builder Floor,3,1490,7400,5350,5692,6212,6780,7400,10.02,No,8.1,7.7,43.7
Manyata Tech Park,13.049,77.6191,North,Villa,3,1410,12400,8178,8857,9908,11084,12400,12.68,No,0.5,7,17.9
Electronic City,12.8429,77.6607,South,Apartment,3,1440,7250,4500,4932,5608,6376,7250,13.24,No,0.8,17.7,52.8
MG Road,12.9737,77.6051,Central,Apartment,1,700,14800,12064,12543,13254,14006,14800,5.1,Yes,11.2,3.1,37.8
ITPL,12.9876,77.7264,East,Apartment,3,1800,11700,7451,8125,9175,10361,11700,11.11,No,1.6,14.4,36.6
Electronic City,12.8496,77.6614,South,Builder Floor,2,1320,6800,4220,4625,5259,5980,6800,13,No,0.9,18.9,51.9
Rajajinagar,12.9911,77.5485,West,Villa,2,1070,13200,10539,11001,11690,12422,13200,6.84,Yes,11.8,3.7,27.5
Electronic City,12.8411,77.656,South,Apartment,1,550,6850,4252,4660,5298,6024,6850,14.54,No,0.8,16.8,52.9
Banashankari,12.931,77.552,South,Builder Floor,3,1770,8200,6413,6721,7182,7674,8200,7.48,Yes,10.9,4.7,39
Indiranagar,12.9791,77.64,East,Apartment,2,920,19850,13327,14384,16014,17829,19850,11.66,Yes,6.6,3.9,35.1
Banashankari,12.9324,77.555,South,Apartment,2,940,8300,6493,6804,7270,7768,8300,7.12,Yes,11.3,4.6,41.7
Manyata Tech Park,13.0484,77.6233,North,Builder Floor,1,640,11950,7881,8536,9549,10682,11950,11.59,No,0.5,7.3,18.1
Rajajinagar,12.9936,77.5519,West,Apartment,4,2660,14000,11177,11667,12398,13175,14000,6.46,Yes,11.7,4.1,31.6
MG Road,12.978,77.6004,Central,Apartment,3,2140,16350,13327,13856,14642,15472,16350,5.58,Yes,11.5,2.9,36
RT Nagar,13.0185,77.5922,North,Builder Floor,1,600,7950,6690,6913,7243,7588,7950,4.1,No,12.9,5.8,25.2
MG Road,12.9797,77.6007,Central,Apartment,2,1140,15000,12227,12712,13433,14195,15000,5.91,Yes,10.9,3,34.8
Kanakapura Road,12.864,77.5843,South,Apartment,3,1730,8350,5761,6185,6836,7555,8350,11.43,Yes,7.4,8.4,47.8
Hebbal,13.0398,77.5968,North,Villa,3,1770,17050,11447,12355,13755,15314,17050,9.94,No,9,8.5,19.7
Hoodi,12.9865,77.7184,East,Apartment,3,1640,11050,7161,7782,8747,9831,11050,14.1,Yes,4.3,11.7,34.6
Hoodi,12.9823,77.7162,East,Apartment,3,2050,10800,6999,7606,8549,9609,10800,12.9,Yes,3.7,11.6,40.2
Devanahalli,13.2454,77.7177,North,Builder Floor,3,1370,8350,4490,5061,5980,7066,8350,19.39,No,30.8,7.2,7.9
Devanahalli,13.2468,77.7142,North,Apartment,2,1010,9700,5216,5879,6947,8209,9700,17.13,No,28.3,8.7,8.5
Anjanapura,12.8589,77.5643,South,Villa,2,1130,5750,4408,4637,4982,5352,5750,8.05,No,12.5,10.7,48.1
Rajajinagar,12.9918,77.5493,West,Apartment,3,1620,13150,10498,10958,11645,12375,13150,7.15,Yes,11.8,4.3,30.7
MG Road,12.9791,77.6013,Central,Villa,3,2110,15400,12553,13051,13791,14573,15400,6.17,Yes,12.3,2.8,38
HSR Layout,12.912,77.6368,South,Apartment,3,1470,14700,8543,9484,10976,12702,14700,17.34,No,5.5,7.7,42.8
Indiranagar,12.9758,77.6441,East,Villa,4,2030,18500,12421,13406,14925,16617,18500,10.19,Yes,7.1,4.4,37.5
Yelahanka,13.1053,77.5973,North,Apartment,4,2550,10850,6206,6911,8032,9335,10850,16.31,No,20.7,4.9,12
Electronic City,12.8442,77.6589,South,Builder Floor,3,1440,6900,4283,4694,5337,6068,6900,14.16,No,0.8,17.3,58.7
Gottigere,12.871,77.602,South,Builder Floor,2,940,7000,5159,5469,5938,6447,7000,9.63,No,9.4,9.4,50.2
Varthur,12.9512,77.7479,East,Apartment,2,1340,7150,4715,5107,5713,6391,7150,10.7,No,3.6,13.8,44.4
RT Nagar,13.0203,77.5871,North,Apartment,3,1420,7400,6227,6435,6742,7063,7400,4.55,No,14.2,5.9,25.3
Marathahalli,12.9627,77.6968,East,Apartment,1,470,8600,5430,5931,6713,7598,8600,11.95,No,3.3,9.7,41.5
Yelahanka,13.0981,77.601,North,Builder Floor,2,1280,11100,6349,7070,8217,9550,11100,18.37,No,23.7,5.3,12.2
Anjanapura,12.858,77.5685,South,Builder Floor,2,1310,6000,4600,4839,5199,5585,6000,7.46,No,12.7,9.9,51.2
Devanahalli,13.2483,77.7112,North,Builder Floor,1,600,9250,4974,5606,6625,7828,9250,20.34,No,28.1,8.4,7.5
Marathahalli,12.9635,77.6995,East,Apartment,2,1300,9550,6030,6587,7455,8438,9550,13.59,No,2.8,9.6,38.6
Kanakapura Road,12.8633,77.5854,South,Apartment,1,510,8100,5588,6000,6631,7329,8100,9.25,Yes,7.3,8.6,40.6
RT Nagar,13.0214,77.5926,North,Apartment,2,1180,8000,6731,6956,7288,7636,8000,4.24,No,14,5,27.5
JP Nagar,12.905,77.5807,South,Builder Floor,2,930,9700,7013,7462,8144,8888,9700,10.13,Yes,9.7,6.4,40.5
Banashankari,12.9289,77.5517,South,Apartment,3,1970,8300,6493,6804,7270,7768,8300,6.62,Yes,10,4.7,39.7
KR Puram,13.0058,77.6993,East,Apartment,1,570,9900,5205,5893,7005,8328,9900,19.89,Yes,7.1,6.6,34.1
Hebbal,13.0339,77.5981,North,Apartment,2,1230,16000,10742,11594,12908,14371,16000,10.96,No,9.3,7.3,19.3
Manyata Tech Park,13.0476,77.6261,North,Builder Floor,3,2020,11700,7716,8357,9349,10459,11700,12.54,No,0.5,7,20
Yelahanka,13.1017,77.5968,North,Apartment,1,570,10700,6120,6815,7921,9206,10700,17.2,No,23.9,5,11.2
Banashankari,12.9284,77.5516,South,Apartment,3,1840,9150,7157,7500,8014,8563,9150,6.87,Yes,10.1,4.5,35.4
Gottigere,12.8742,77.6014,South,Apartment,1,690,7200,5306,5625,6107,6631,7200,7.32,No,9.6,9.3,45.5
Yelahanka,13.1047,77.5983,North,Builder Floor,2,870,11050,6320,7038,8180,9507,11050,15.52,No,22.4,5,11.3
Manyata Tech Park,13.0481,77.6244,North,Apartment,1,560,11900,7847,8499,9508,10637,11900,10.89,No,0.5,6.8,18.5
Rajajinagar,12.9865,77.5508,West,Apartment,2,1240,12950,10338,10791,11467,12186,12950,6.88,Yes,11.5,4,27.7
Bannerghatta Road,12.8798,77.6021,South,Apartment,2,1130,8950,5603,6130,6954,7889,8950,15.07,No,8.3,6.5,46
Whitefield,12.9712,77.7471,East,Apartment,1,700,14600,6334,7449,9322,11666,14600,23.16,Yes,2,14.6,43
Marathahalli,12.9589,77.6995,East,Apartment,2,1290,9150,5777,6310,7142,8084,9150,14.98,No,3.1,10.5,42.3
Manyata Tech Park,13.0407,77.6193,North,Apartment,3,1940,12200,8046,8715,9749,10906,12200,12.31,No,0.5,6.9,20.4
Hulimavu,12.8925,77.6159,South,Builder Floor,2,1320,6800,4916,5231,5709,6231,6800,10.24,No,8,8.5,44.6
MG Road,12.9771,77.6021,Central,Apartment,3,1610,15100,12307,12796,13522,14289,15100,4.92,Yes,12.4,3.1,36.1
Hulimavu,12.8983,77.6162,South,Villa,1,640,6800,4916,5231,5709,6231,6800,10.49,No,7.8,8,43.7
Kanakapura Road,12.8612,77.5843,South,Apartment,1,490,8750,6036,6481,7163,7917,8750,11.16,Yes,7.7,8.6,47.7
Indiranagar,12.9775,77.6403,East,Villa,2,920,20150,13529,14602,16257,18099,20150,10.55,Yes,7.5,4.4,37.3
Kengeri,12.9126,77.4858,West,Apartment,1,600,6100,4771,5000,5343,5709,6100,5.97,Yes,21,8.3,43.6
Gottigere,12.8699,77.6036,South,Apartment,2,1020,6700,4939,5235,5684,6171,6700,9.24,No,10.1,9.1,46.5
Manyata Tech Park,13.0407,77.6234,North,Apartment,3,2000,11800,7782,8429,9429,10548,11800,11.85,No,0.5,7.7,20.1
Anjanapura,12.8575,77.5646,South,Apartment,2,1240,6050,4637,4878,5241,5631,6050,8.33,No,11.7,9.1,51.3
Thanisandra,13.0557,77.6319,North,Apartment,2,1050,9300,5872,6414,7260,8217,9300,12.39,No,11.5,7.4,20.1
Manyata Tech Park,13.0487,77.6209,North,Apartment,3,1450,11450,7551,8178,9149,10235,11450,10.8,No,0.5,6.8,17.3
KR Puram,13.0032,77.695,East,Apartment,2,940,9650,5074,5745,6829,8118,9650,20.22,Yes,6.9,7,31.6
Indiranagar,12.9762,77.6424,East,Apartment,3,2180,18850,12655,13659,15207,16931,18850,9.84,Yes,7.6,4.5,33.4
Jayanagar,12.9247,77.5933,South,Apartment,2,1240,16500,11596,12406,13643,15004,16500,9.56,Yes,8.7,3.7,35
Electronic City,12.8491,77.6627,South,Villa,1,640,7100,4406,4829,5491,6244,7100,13.86,No,0.8,19.5,51.6
KR Puram,13.0071,77.7006,East,Apartment,2,1210,9150,4811,5447,6475,7697,9150,20.26,Yes,6.5,6.3,35.2
Nagarbhavi,12.9634,77.5001,West,Apartment,1,640,6100,4973,5170,5463,5773,6100,5.95,No,17.1,7.8,44.7
Frazer Town,12.9759,77.6174,Central,Apartment,2,980,12950,10781,11164,11730,12325,12950,4.62,No,11.5,3.9,36.1
Richmond Town,12.9655,77.6035,Central,Builder Floor,3,2040,14300,11185,11722,12525,13383,14300,6.26,Yes,10.5,2.8,37
Koramangala,12.9383,77.6283,South,Villa,3,1870,22600,14148,15480,17561,19922,22600,15.37,No,4.9,5.2,35.1
Koramangala,12.9313,77.6269,South,Apartment,3,1680,22350,13991,15308,17366,19701,22350,12.43,No,5.3,5.2,37.9
Bannerghatta Road,12.8742,77.5925,South,Apartment,2,1290,9400,5884,6438,7304,8286,9400,11.56,No,8.8,6.7,38.8
Hennur,13.0377,77.6395,North,Builder Floor,2,1070,9100,6110,6595,7342,8174,9100,12.1,No,12.3,7.9,20.4
RT Nagar,13.0237,77.5904,North,Apartment,1,510,7800,6564,6783,7106,7445,7800,5.38,No,13.9,5.3,24.2
Malleshwaram,12.9987,77.5716,North,Apartment,3,1790,14500,13186,13426,13775,14133,14500,2.42,Yes,12.9,3.7,27.7
Gottigere,12.8696,77.5978,South,Builder Floor,2,1280,6500,4790,5078,5514,5987,6500,7.93,No,11,9.3,47.4
Whitefield,12.9719,77.7502,East,Apartment,3,1940,14800,6421,7551,9450,11826,14800,23.98,Yes,2,13.5,38.1
Whitefield,12.9678,77.7468,East,Apartment,2,1210,14300,6204,7296,9131,11427,14300,28.05,Yes,2,13.3,39.7
Koramangala,12.9368,77.6267,South,Apartment,4,2560,20950,13115,14349,16278,18467,20950,12.05,No,4.8,5.1,37.7
Whitefield,12.9731,77.7455,East,Builder Floor,4,2540,14650,6355,7474,9354,11706,14650,24.19,Yes,1.9,15.7,38.7
Anjanapura,12.8562,77.5673,South,Apartment,2,1290,6500,4982,5241,5631,6050,6500,6.43,No,12.9,9.5,52.1
Nagarbhavi,12.9599,77.5055,West,Apartment,2,1140,6200,5053,5254,5552,5867,6200,6.35,No,16.2,7.1,38.2
Kengeri,12.9176,77.4821,West,Villa,3,1860,6100,4771,5000,5343,5709,6100,6.12,Yes,21,8.3,44
Anjanapura,12.8576,77.5689,South,Apartment,2,1180,6050,4637,4878,5241,5631,6050,6.64,No,11,10.5,44.6
ITPL,12.9851,77.7253,East,Builder Floor,4,2050,11100,7069,7709,8705,9830,11100,13.43,No,1.4,13.9,40.5
Bellandur,12.9276,77.6805,East,Builder Floor,2,1290,12800,7623,8422,9683,11133,12800,16.37,No,4.1,12.1,43.5
Hulimavu,12.8914,77.6154,South,Builder Floor,3,2110,7400,5350,5692,6212,6780,7400,8.78,No,7.2,8.8,40.3
Hennur,13.0366,77.6407,North,Builder Floor,3,1370,8800,5907,6376,7099,7904,8800,11.28,No,10.9,7.6,20.6
Bellandur,12.9277,77.6753,East,Apartment,2,1280,13900,8276,9144,10514,12089,13900,13.82,No,4.1,11.2,43.8
Manyata Tech Park,13.0422,77.6243,North,Apartment,3,1810,11550,7618,8251,9230,10325,11550,12.72,No,0.5,7.5,19
Richmond Town,12.9667,77.6063,Central,Villa,3,1330,14700,11497,12049,12875,13757,14700,7.07,Yes,10.6,3.1,33.7
Frazer Town,12.9733,77.6148,Central,Apartment,3,1550,12200,10157,10518,11051,11611,12200,5.57,No,9.6,3.8,32.6
Richmond Town,12.9667,77.5977,Central,Villa,2,1310,14400,11263,11803,12612,13476,14400,7.56,Yes,10.4,2.7,36.4
JP Nagar,12.9039,77.587,South,Apartment,1,580,9450,6833,7270,7934,8659,9450,9.5,Yes,9.3,6,43.7
Banashankari,12.935,77.5528,South,Villa,2,1130,7950,6218,6516,6963,7440,7950,6.58,Yes,9.7,5.1,41.1
Manyata Tech Park,13.0446,77.6249,North,Apartment,1,500,11650,7683,8321,9309,10414,11650,11.16,No,0.5,7.4,17.2
KR Puram,13.0079,77.6993,East,Builder Floor,1,610,9750,5126,5803,6899,8202,9750,21.4,Yes,7.1,6.2,32.6
Manyata Tech Park,13.0483,77.6216,North,Apartment,3,1660,11150,7354,7965,8910,9967,11150,11.18,No,0.5,7.4,17.7
Jayanagar,12.9242,77.5942,South,Apartment,3,1860,14900,10472,11203,12320,13549,14900,9.99,Yes,10,3.7,36.3
Bellandur,12.9238,77.6807,East,Apartment,2,990,12250,7294,8059,9266,10654,12250,15.75,No,3.7,12,47.1
Rajajinagar,12.9878,77.555,West,Apartment,4,3200,12800,10219,10667,11335,12045,12800,6.82,Yes,12.6,3.8,31.7
Varthur,12.947,77.7494,East,Builder Floor,1,540,6900,4551,4929,5514,6168,6900,13.31,No,3.2,13.9,40.1
RT Nagar,13.0156,77.5858,North,Apartment,2,1100,7200,6058,6260,6559,6872,7200,4.1,No,13.2,5.7,26
Richmond Town,12.9618,77.6036,Central,Apartment,3,1560,14400,11263,11803,12612,13476,14400,7.29,Yes,11.6,2.9,32.5
Bellandur,12.9265,77.6807,East,Apartment,2,1200,12200,7265,8027,9229,10611,12200,14.21,No,4.1,11.7,41.3
JP Nagar,12.9075,77.5817,South,Builder Floor,2,1240,9700,7013,7462,8144,8888,9700,8.71,Yes,9.3,7.1,38.1
Devanahalli,13.2489,77.7141,North,Apartment,2,1100,8700,4677,5272,6230,7362,8700,16.03,No,28.6,8,7.8
Kengeri,12.913,77.4808,West,Apartment,2,1280,5650,4420,4632,4949,5288,5650,6.46,Yes,19.9,8.4,39.4
Sarjapur Road,12.9054,77.6837,East,Apartment,1,460,11950,7233,7966,9119,10439,11950,15.66,No,4.2,11.1,40.1
Nagarbhavi,12.9661,77.4985,West,Apartment,2,910,6650,5420,5635,5955,6293,6650,5.37,No,17.6,6.4,45.5
Sarjapur Road,12.9039,77.682,East,Apartment,3,1990,12400,7507,8267,9463,10832,12400,12.65,No,4.8,13,40.5
Indiranagar,12.9796,77.6426,East,Villa,4,2700,20400,13696,14783,16458,18323,20400,11,Yes,6.7,4.3,36.5
HSR Layout,12.9127,77.6423,South,Builder Floor,2,990,13950,8107,9000,10416,12054,13950,17.93,No,6.2,7.6,44.6
JP Nagar,12.9041,77.5886,South,Apartment,1,660,9650,6978,7424,8102,8842,9650,8.09,Yes,8.9,6.7,43.8
Hebbal,13.0321,77.6009,North,Villa,3,1350,16850,11313,12210,13594,15135,16850,11.61,No,10.8,7.9,18.1
Richmond Town,12.9657,77.598,Central,Apartment,3,1510,15600,12203,12788,13664,14600,15600,6,Yes,10.6,2.7,37.3
Hulimavu,12.8929,77.6088,South,Apartment,2,1220,7400,5350,5692,6212,6780,7400,9.89,No,6.9,8.3,45.3
Whitefield,12.9679,77.7454,East,Apartment,3,1540,14450,6269,7372,9226,11546,14450,23.11,Yes,2,15.5,40
Bellandur,12.9211,77.6802,East,Apartment,3,1550,13400,7979,8816,10136,11654,13400,16.98,No,4,10.6,46
Nagarbhavi,12.9579,77.4979,West,Apartment,1,610,6500,5299,5509,5821,6151,6500,5.98,No,17.7,6.8,40.2
Banashankari,12.9261,77.549,South,Apartment,2,1220,8800,6884,7214,7708,8236,8800,7.82,Yes,11.3,5.1,40.5
HSR Layout,12.9095,77.6358,South,Apartment,3,1430,14150,8224,9129,10565,12227,14150,14.47,No,5.7,8.2,42.8
Varthur,12.9452,77.7504,East,Apartment,1,650,7100,4683,5072,5674,6347,7100,12.25,No,3.4,12.9,42.6
JP Nagar,12.9044,77.5883,South,Villa,2,1240,8900,6434,6846,7472,8155,8900,9.21,Yes,8.7,7,36.2
RT Nagar,13.0187,77.5877,North,Apartment,2,1180,7700,6480,6696,7015,7350,7700,4.57,No,12.8,5.6,27
Frazer Town,12.9758,77.6113,Central,Builder Floor,3,2090,11550,9615,9956,10461,10992,11550,5.57,No,10.5,3.6,35
Hebbal,13.0392,77.5949,North,Apartment,4,2190,15650,10507,11341,12626,14057,15650,11.32,No,9.9,7.3,19.1
MG Road,12.9714,77.6005,Central,Apartment,1,590,15050,12268,12755,13478,14242,15050,5.7,Yes,13,2.9,37.3
Hebbal,13.0347,77.5988,North,Villa,3,2180,17200,11547,12463,13876,15449,17200,12.18,No,9.7,7.4,17.1
Richmond Town,12.964,77.5974,Central,Apartment,4,3160,14400,11263,11803,12612,13476,14400,6.95,Yes,12.2,3,33.4
Electronic City,12.8489,77.6637,South,Apartment,2,1290,7450,4624,5068,5762,6552,7450,15.68,No,0.8,19,50.8
Frazer Town,12.9794,77.6103,Central,Villa,2,1090,12650,10531,10905,11458,12039,12650,4.77,No,10.7,3.6,34.2
Koramangala,12.9304,77.6219,South,Apartment,3,1980,22550,14116,15445,17522,19878,22550,12.23,No,4.8,5.4,39.6
Bannerghatta Road,12.8736,77.5963,South,Builder Floor,3,1430,10050,6292,6884,7809,8859,10050,15.09,No,8.4,6.6,43.4
Jayanagar,12.9276,77.5941,South,Apartment,3,1710,15700,11034,11804,12981,14276,15700,11.15,Yes,9.5,3.4,38.8
Sarjapur Road,12.8977,77.6899,East,Apartment,3,2200,11900,7204,7934,9082,10396,11900,14.46,No,4.9,12.8,48.2
Devanahalli,13.2489,77.7137,North,Builder Floor,2,1320,8650,4651,5243,6195,7320,8650,16.89,No,29.5,8.7,8
Whitefield,12.9695,77.7502,East,Villa,4,2000,15200,6594,7755,9705,12146,15200,27.2,Yes,2,13.3,43
Thanisandra,13.0612,77.6252,North,Apartment,3,1760,9550,6030,6587,7455,8438,9550,14.82,No,11.1,6.8,21.2
KR Puram,13.0122,77.6943,East,Apartment,1,510,9700,5100,5774,6864,8160,9700,19.53,Yes,7.1,6.3,31.7
Devanahalli,13.2472,77.7167,North,Apartment,3,1880,8650,4651,5243,6195,7320,8650,15.45,No,27.9,8.5,8.3
Rajarajeshwari Nagar,12.9238,77.5032,West,Builder Floor,1,480,8000,6073,6401,6895,7427,8000,8.03,Yes,14.2,8.2,38.1
Sarjapur Road,12.8983,77.6907,East,Apartment,3,2060,12550,7596,8366,9577,10963,12550,16.13,No,4.6,12.9,43.6
Richmond Town,12.9595,77.6002,Central,Apartment,3,1870,14450,11302,11844,12656,13523,14450,5.91,Yes,12.4,2.9,34.3
HSR Layout,12.9112,77.6342,South,Apartment,2,1280,14950,8688,9645,11162,12918,14950,16.01,No,5.8,7.1,45.6
Koramangala,12.9393,77.6197,South,Villa,4,3010,23150,14492,15856,17988,20406,23150,11.83,No,4.6,5.6,36.4
Thanisandra,13.0635,77.632,North,Apartment,1,640,10050,6345,6931,7845,8879,10050,12.65,No,12.3,7.1,19.7
Frazer Town,12.9808,77.6152,Central,Apartment,3,1840,12650,10531,10905,11458,12039,12650,4.33,No,10.3,4.1,32.9
KR Puram,13.0068,77.7026,East,Builder Floor,2,980,9400,4942,5595,6651,7907,9400,17.62,Yes,6.3,6.4,32.3
Whitefield,12.9726,77.7538,East,Apartment,3,1980,14100,6117,7194,9003,11267,14100,25.36,Yes,2,14.2,43
HSR Layout,12.9151,77.6386,South,Villa,2,950,12900,7497,8323,9632,11147,12900,17.71,No,5.3,8.2,38.6
Rajajinagar,12.9942,77.5577,West,Apartment,3,1460,13100,10458,10917,11601,12328,13100,5.39,Yes,13.1,3.8,31.7
Kengeri,12.9153,77.4834,West,Builder Floor,3,1960,5500,4302,4508,4817,5147,5500,6.93,Yes,18.1,8.7,40.4
Electronic City,12.8478,77.6585,South,Apartment,3,1850,7550,4686,5136,5840,6640,7550,14.13,No,0.7,18.2,50.2
Kengeri,12.9156,77.4842,West,Villa,2,1190,5750,4497,4713,5036,5381,5750,7.27,Yes,20.4,8.3,42.7
Thanisandra,13.0656,77.6265,North,Apartment,3,1940,9300,5872,6414,7260,8217,9300,15.16,No,12.6,7.3,19.1
ITPL,12.9893,77.7319,East,Apartment,2,1150,10400,6624,7223,8156,9210,10400,14.09,No,1.6,12.4,42.6
Rajajinagar,12.9879,77.5497,West,Apartment,2,1120,14550,11616,12125,12885,13692,14550,6.24,Yes,13.4,3.9,29.6
MG Road,12.9742,77.5971,Central,Apartment,4,2120,17000,13856,14406,15223,16087,17000,5.14,Yes,12.2,3,34.1
RT Nagar,13.0233,77.5918,North,Apartment,2,1050,7100,5976,6175,6469,6777,7100,5.16,No,12.1,5,27.3
Banashankari,12.9258,77.558,South,Builder Floor,2,1140,8350,6531,6844,7313,7814,8350,5.88,Yes,9.9,5.1,38.4
KR Puram,13.005,77.7003,East,Apartment,3,2160,9450,4968,5625,6687,7949,9450,17.03,Yes,7,7.1,36.2
Kengeri,12.9174,77.4886,West,Apartment,1,690,5550,4341,4549,4861,5194,5550,6.92,Yes,18.9,8.4,47.2
HSR Layout,12.914,77.6408,South,Apartment,2,1240,13150,7643,8484,9819,11363,13150,15.53,No,5.5,8.1,39.2
Jayanagar,12.9219,77.589,South,Apartment,2,1120,16300,11456,12256,13478,14822,16300,9.61,Yes,9.1,3.6,37.5
Koramangala,12.931,77.6214,South,Villa,4,2120,20450,12802,14007,15890,18026,20450,15.3,No,4.6,5.2,37.7
Malleshwaram,13.0003,77.5736,North,Apartment,1,670,12850,11686,11899,12208,12525,12850,2.86,Yes,13,3.8,27.8
Frazer Town,12.982,77.615,Central,Apartment,2,1180,12100,10073,10431,10960,11516,12100,4.5,No,11,3.5,35.6
Banashankari,12.9337,77.5554,South,Apartment,3,1500,9150,7157,7500,8014,8563,9150,7.81,Yes,11.4,4.9,41.3
HSR Layout,12.9084,77.6439,South,Apartment,2,1060,14750,8572,9516,11013,12745,14750,16.57,No,6.1,7.3,39.1
Electronic City,12.8463,77.6617,South,Builder Floor,2,960,7450,4624,5068,5762,6552,7450,14.76,No,0.7,17.8,60.4
Kanakapura Road,12.8669,77.5861,South,Apartment,2,1240,7950,5484,5888,6508,7193,7950,9.61,Yes,7.6,7.3,41.2
ITPL,12.9891,77.724,East,Builder Floor,3,2010,11050,7036,7673,8665,9785,11050,13.58,No,1.6,13.4,35.4
Thanisandra,13.0576,77.6224,North,Builder Floor,1,600,9550,6030,6587,7455,8438,9550,11.52,No,12.3,6.9,21.7
ITPL,12.9884,77.7297,East,Apartment,2,1120,10400,6624,7223,8156,9210,10400,13.8,No,1.5,14.6,40.5
ITPL,12.9884,77.723,East,Builder Floor,2,990,11550,7355,8020,9057,10228,11550,11.63,No,1.4,13.2,35.3
Nagarbhavi,12.9579,77.499,West,Apartment,3,1700,5700,4646,4830,5104,5394,5700,4.88,No,17.1,6.8,42.6
ITPL,12.9823,77.728,East,Apartment,2,1030,11650,7419,8090,9136,10317,11650,13.11,No,1.6,13.9,36.1
Koramangala,12.9382,77.6257,South,Apartment,4,2640,20300,12708,13904,15773,17894,20300,12.74,No,5.1,5.3,37.1
RT Nagar,13.0219,77.5888,North,Apartment,1,450,7400,6227,6435,6742,7063,7400,4.95,No,13.3,5.7,25.8
Electronic City,12.8406,77.6563,South,Builder Floor,3,1860,7100,4406,4829,5491,6244,7100,13.78,No,0.9,18.8,57.2
Koramangala,12.9324,77.6273,South,Apartment,4,2180,23150,14492,15856,17988,20406,23150,14.44,No,4.6,5,36.9
Indiranagar,12.9794,77.638,East,Apartment,4,2420,19600,13159,14203,15813,17605,19600,12.03,Yes,6.9,4.5,33.1
Sarjapur Road,12.8984,77.6871,East,Apartment,2,1190,12000,7264,8000,9158,10483,12000,14.86,No,4.4,11,46
Jayanagar,12.9219,77.5922,South,Apartment,2,890,16000,11245,12030,13230,14549,16000,9.57,Yes,9.4,3.9,39.1
Kanakapura Road,12.8631,77.5814,South,Apartment,3,1800,9150,6313,6778,7491,8279,9150,10.81,Yes,7.7,8.4,48.5
Hulimavu,12.8939,77.6124,South,Builder Floor,3,2170,6850,4951,5268,5750,6276,6850,7.82,No,6.8,8.1,43.2
Nagarbhavi,12.9663,77.5011,West,Villa,2,930,6500,5299,5509,5821,6151,6500,5.25,No,18.3,7.3,44.7
JP Nagar,12.9102,77.5824,South,Builder Floor,2,1130,9550,6904,7346,8017,8750,9550,9.32,Yes,8.4,6.7,38.7
Frazer Town,12.974,77.6147,Central,Apartment,2,1300,12850,10698,11078,11640,12230,12850,5.21,No,10.8,3.6,32.3
Yelahanka,13.1018,77.5981,North,Apartment,3,2020,9950,5692,6338,7366,8561,9950,17.61,No,19.9,5,12
Indiranagar,12.9772,77.6388,East,Villa,2,880,19400,13025,14058,15651,17425,19400,12.58,Yes,7.1,4.6,32.9
Hulimavu,12.8907,77.6129,South,Apartment,2,1210,7100,5133,5461,5960,6505,7100,8.15,No,8.2,8.5,42.8
Manyata Tech Park,13.0434,77.6239,North,Builder Floor,2,1300,11050,7288,7893,8830,9878,11050,13.06,No,0.5,7,19.5
Electronic City,12.8428,77.657,South,Builder Floor,1,680,7350,4562,5000,5685,6464,7350,13.66,No,0.8,17,55.9
Thanisandra,13.0572,77.6277,North,Apartment,1,460,9000,5683,6208,7026,7952,9000,14.25,No,12.6,7.4,19.4
Richmond Town,12.9652,77.6026,Central,Builder Floor,3,1370,13350,10442,10943,11693,12494,13350,6.8,Yes,11.2,2.8,35.4
Malleshwaram,13.0081,77.5708,North,Apartment,3,1360,12750,11594,11805,12112,12427,12750,2.82,Yes,13.2,3.2,27.2
Jayanagar,12.9218,77.5928,South,Apartment,3,2060,15550,10929,11692,12858,14140,15550,8.98,Yes,9.8,3.7,38.2
HSR Layout,12.9094,77.6365,South,Apartment,4,3280,13000,7555,8387,9706,11233,13000,16.28,No,5.7,7.2,39.2
MG Road,12.9794,77.5981,Central,Apartment,3,1580,17000,13856,14406,15223,16087,17000,5.43,Yes,11.8,3.3,32.7
HSR Layout,12.9087,77.6428,South,Villa,2,850,13400,7788,8645,10005,11579,13400,14.48,No,5.6,8.5,40.7
ITPL,12.983,77.7239,East,Apartment,3,1590,10950,6973,7604,8587,9697,10950,11.81,No,1.4,12.6,37.5
HSR Layout,12.9116,77.6422,South,Apartment,3,1530,13350,7759,8613,9968,11536,13350,15.5,No,6.2,7.8,42.1
Rajarajeshwari Nagar,12.9209,77.5057,West,Apartment,3,1600,7350,5578,5880,6334,6823,7350,7.84,Yes,14.4,8.5,42.9
Indiranagar,12.983,77.6455,East,Villa,3,2140,19300,12957,13985,15570,17335,19300,10.7,Yes,7.7,3.9,34.7
Hebbal,13.0363,77.5956,North,Villa,3,2110,16800,11279,12174,13554,15090,16800,12.58,No,10.6,8.3,17
Yelahanka,13.1039,77.5931,North,Apartment,2,1010,10400,5948,6624,7699,8948,10400,14.94,No,22,5.2,12.9
